device_angle,distance_to_door,AM_or_PM,mall_or_street,average_person_size,video_walkin,video_walkout,predict_walkin,predict_walkout,wifi_walkin,wifi_walkout,sales_in_next_15_min,sales_in_next_15_to_30_min,groundtruth_walkin
2,2,0,1,2360.5,4,4,3,3,6,5,0,3,2
3,2,1,2,1811.0,3,1,5,6,0,1,0,1,4
2,2,1,1,1073.25,10,10,10,10,5,4,1,2,2
1,1,1,1,3384.5,4,1,18,18,18,16,4,2,16
1,1,1,2,1852.0,0,2,3,3,5,3,0,1,5
3,1,0,1,1327.5,7,7,2,2,9,2,0,2,11
3,1,1,1,1327.5,4,9,18,17,5,4,1,1,16
2,2,1,1,1252.5,71,48,27,24,9,8,3,4,76
1,1,0,1,3384.5,9,5,14,13,13,6,1,2,19
3,1,1,1,1327.5,22,16,38,40,14,12,3,3,25
3,1,1,1,1327.5,39,32,31,35,6,8,1,3,34
3,2,0,2,1811.0,9,9,9,10,6,5,3,3,12
3,1,1,1,1943.0,13,15,16,17,6,12,4,1,25
2,2,1,1,4114.0,2,1,2,4,1,1,0,0,2
2,2,1,1,2064.333333,2,2,0,0,2,2,0,1,0
2,2,0,1,4077.5,1,3,1,1,5,3,0,1,3
2,2,1,1,890.0,4,5,2,2,0,0,3,1,3
3,2,1,2,1811.0,3,1,5,6,0,2,0,1,3
1,1,0,2,1852.0,0,0,1,0,0,0,0,0,1
2,2,1,1,1252.5,7,10,22,23,0,3,1,1,12
1,1,0,2,1852.0,3,4,7,4,6,3,1,1,4
2,2,1,2,3057.5,0,0,0,0,1,3,0,0,0
2,2,1,1,4114.0,2,0,1,1,1,1,0,0,4
2,2,1,1,4376.0,0,0,0,0,6,6,2,1,4
1,1,1,1,3384.5,3,11,1,4,2,2,0,0,0
2,2,1,1,4077.5,2,2,1,1,4,3,0,1,9
3,1,0,2,1506.0,8,5,6,6,39,36,0,0,3
1,1,1,2,1852.0,4,4,5,5,7,6,1,1,3
3,1,0,1,1327.5,6,10,0,0,2,2,2,0,7
3,1,0,2,1506.0,9,11,9,7,23,24,1,0,4
3,1,1,1,1327.5,8,10,0,0,1,5,0,2,13
2,2,1,1,4376.0,0,0,0,0,2,1,2,2,2
2,2,1,1,4077.5,8,13,3,4,5,3,2,4,19
3,1,0,2,1506.0,7,9,5,4,47,44,0,2,15
2,2,1,2,3057.5,12,10,5,5,5,2,0,0,8
2,2,1,1,2485.5,1,3,16,16,14,21,0,0,6
2,2,1,1,1252.5,48,37,29,26,13,13,5,8,70
3,2,0,2,1811.0,1,4,2,2,3,0,3,0,1
3,1,1,1,1943.0,9,10,9,11,9,8,1,2,8
2,2,1,1,1073.25,0,0,0,0,0,2,0,0,0
3,1,1,2,1506.0,9,9,12,12,57,58,1,8,22
2,2,1,1,3571.5,0,0,0,1,3,3,0,1,2
3,1,1,2,1506.0,15,15,7,8,28,34,1,1,5
2,2,1,1,4077.5,0,0,1,3,1,3,0,0,0
1,1,1,1,3384.5,14,13,9,9,9,11,0,1,19
2,2,1,2,3057.5,1,1,5,7,4,1,0,1,1
3,1,0,2,1506.0,3,2,4,3,19,16,1,0,2
2,2,1,2,3057.5,3,2,16,14,2,5,2,0,2
3,2,1,2,1811.0,2,3,6,6,9,7,2,2,3
2,2,1,1,1073.25,10,8,0,0,2,1,1,1,0
2,2,1,2,1224.0,11,12,4,6,8,3,0,1,7
2,2,0,1,2485.5,6,7,6,5,17,13,0,0,11
2,2,1,1,1252.5,9,18,26,27,4,3,1,2,12
2,1,1,1,1161.0,16,19,27,25,15,16,0,2,25
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,0
3,1,1,1,1943.0,4,3,0,1,6,12,1,0,0
2,2,0,2,1224.0,8,5,5,4,8,4,1,1,1
3,1,1,1,1327.5,9,8,11,14,2,1,1,1,13
3,2,1,2,1811.0,6,9,4,2,3,4,2,1,8
1,1,1,1,3384.5,11,12,21,20,17,12,4,1,19
2,2,1,1,890.0,0,0,3,2,2,2,0,0,0
2,2,0,1,4114.0,2,4,4,2,1,1,0,0,2
2,2,1,1,3571.5,0,0,0,0,3,5,0,1,0
3,1,0,1,2299.5,6,7,13,11,6,2,1,1,8
1,1,0,2,1852.0,3,3,9,9,5,11,2,2,4
2,2,1,1,1252.5,59,54,29,25,15,8,7,2,50
2,2,1,1,4376.0,0,1,0,0,3,5,0,0,0
2,2,0,2,1224.0,8,8,7,4,8,4,1,2,6
2,2,1,1,2064.333333,28,30,0,0,5,1,2,1,5
3,2,1,2,1811.0,0,0,3,9,2,3,0,0,0
2,2,1,2,3057.5,0,4,4,3,0,0,0,1,3
2,2,1,1,1073.25,6,6,8,6,1,2,1,0,0
2,2,1,2,3057.5,6,5,4,2,3,4,1,2,3
3,2,1,2,1811.0,2,7,7,8,0,3,3,0,2
2,2,1,1,4114.0,0,0,0,0,1,1,0,0,0
2,1,1,1,1161.0,23,24,25,26,26,28,3,2,54
2,2,1,1,4114.0,4,4,3,2,0,0,0,0,7
3,1,0,1,1327.5,5,6,0,0,1,4,1,2,5
2,2,1,2,1224.0,9,9,5,4,3,4,3,2,9
2,2,1,1,890.0,0,1,2,3,0,3,1,0,5
2,2,0,1,1252.5,45,43,23,19,10,6,8,8,55
2,2,0,1,4114.0,5,5,1,0,3,0,0,0,6
2,2,1,2,3057.5,11,10,5,6,1,3,0,1,6
3,1,1,1,1943.0,13,13,15,15,10,13,3,3,17
3,1,1,2,1506.0,9,9,11,10,44,44,8,4,19
3,1,1,2,1506.0,12,12,6,8,21,22,1,0,7
3,1,1,1,2299.5,23,21,21,21,17,14,0,3,24
2,2,1,1,1252.5,10,14,40,34,2,5,2,0,11
2,2,1,1,3571.5,0,0,0,1,2,2,0,0,0
2,2,0,1,1073.25,9,7,1,1,4,4,2,2,1
1,1,1,2,1852.0,1,0,3,2,1,3,1,0,2
2,1,1,1,1161.0,18,21,28,27,18,20,1,0,36
2,2,1,1,4114.0,0,0,2,1,2,1,0,0,0
2,2,1,1,1073.25,15,23,11,9,6,7,2,3,2
3,1,0,1,1327.5,32,38,16,15,12,9,1,3,33
2,2,1,2,1224.0,4,3,4,5,2,1,0,0,1
2,2,0,2,1224.0,7,1,6,6,12,9,0,0,1
2,2,1,1,2064.333333,6,12,0,0,3,2,1,1,2
1,1,0,2,1852.0,0,0,0,0,0,0,0,0,1
3,1,1,1,1943.0,11,14,12,11,11,10,4,4,16
2,1,1,1,1161.0,25,37,15,18,22,37,6,3,16
2,2,1,1,1252.5,101,113,42,40,8,7,4,4,56
3,1,1,1,1327.5,74,64,0,0,13,8,2,6,45
2,2,1,1,1252.5,43,33,30,37,14,7,4,7,46
2,2,0,1,1073.25,21,18,2,0,1,3,2,2,1
2,1,1,1,1161.0,38,29,28,27,49,54,4,4,78
2,1,1,1,1161.0,1,1,0,0,4,3,0,0,0
2,2,1,1,3571.5,6,8,1,2,6,4,0,0,1
3,1,1,1,2299.5,14,13,22,26,5,4,1,0,10
3,1,1,1,1943.0,19,19,7,9,8,12,2,1,24
2,2,0,1,2064.333333,10,8,0,0,2,1,1,4,4
2,2,1,1,4077.5,7,10,5,7,1,1,1,2,2
2,1,1,1,1161.0,4,5,13,17,2,4,0,0,0
2,2,1,1,2485.5,14,15,12,11,0,2,0,0,66
1,1,0,2,1852.0,4,3,2,2,4,3,2,2,3
3,1,1,1,1943.0,2,3,0,0,1,1,0,0,0
3,1,1,1,1327.5,56,59,32,35,10,14,2,4,50
2,2,1,1,1252.5,35,53,31,28,17,12,6,7,64
1,1,1,1,3384.5,0,0,0,0,1,7,0,0,0
3,1,1,2,1506.0,3,3,13,9,23,28,0,3,2
2,2,1,1,2360.5,2,3,4,3,8,8,0,0,1
2,2,1,1,4114.0,2,0,3,4,2,2,0,0,4
2,2,1,1,1073.25,4,7,37,37,1,4,2,4,0
2,2,1,2,3057.5,7,9,6,7,1,1,1,2,7
3,1,0,2,1506.0,8,8,4,3,16,10,2,1,7
1,1,1,1,3384.5,17,23,27,23,20,12,8,0,22
3,1,0,2,1506.0,0,0,0,0,23,19,0,0,0
2,2,1,1,3571.5,0,0,0,0,4,3,0,0,0
2,2,1,1,4114.0,0,0,2,2,2,2,0,0,0
2,2,1,1,4077.5,0,1,1,0,1,2,0,3,5
2,1,1,1,1161.0,15,15,28,28,16,17,2,1,18
2,2,1,1,4114.0,0,0,5,4,0,0,0,0,1
3,1,1,2,1506.0,8,8,12,12,57,49,2,2,23
2,2,0,1,4077.5,0,0,1,1,3,0,1,1,3
2,2,1,2,3057.5,2,1,12,11,1,3,2,0,1
2,2,1,1,2360.5,5,3,2,2,2,3,0,1,4
1,1,1,1,3384.5,15,13,31,34,15,7,2,2,19
2,2,0,1,2360.5,1,1,4,4,2,2,2,1,3
2,1,1,1,1161.0,12,16,23,22,26,17,2,3,32
3,1,0,2,1506.0,15,14,8,7,33,35,3,2,7
2,2,1,1,1252.5,27,27,18,17,7,7,4,4,32
2,2,1,1,2485.5,1,0,9,9,10,12,0,0,6
2,2,1,1,3571.5,0,0,0,0,2,2,0,0,0
2,2,1,1,4114.0,1,3,2,4,2,2,0,0,2
2,2,1,1,4114.0,15,8,0,0,1,1,0,0,26
2,1,0,1,1161.0,7,6,13,13,10,12,0,1,11
1,1,0,1,3384.5,2,4,12,12,8,7,1,0,3
3,1,0,1,1327.5,2,1,3,2,1,1,1,0,2
3,1,1,1,1327.5,25,28,44,50,16,12,6,3,32
2,2,1,1,1252.5,70,65,32,25,8,12,10,4,90
3,1,1,1,2299.5,20,21,22,22,18,13,1,2,30
3,1,0,2,1506.0,14,20,12,12,51,47,1,0,11
2,2,1,2,3057.5,3,2,9,9,2,4,3,1,4
3,1,0,2,1506.0,17,21,8,7,46,53,2,1,13
3,1,1,2,1506.0,4,2,7,8,23,20,0,0,1
3,1,1,1,2299.5,14,21,18,19,9,9,1,3,19
2,2,1,2,1224.0,3,3,5,5,4,3,0,1,1
1,1,1,1,3384.5,1,1,2,6,0,1,0,0,0
2,2,1,1,4114.0,10,7,2,1,0,0,0,0,15
3,1,1,1,1327.5,68,49,50,47,19,9,2,2,64
2,2,1,1,1252.5,76,60,31,29,11,11,5,8,75
2,1,1,1,1161.0,20,20,23,22,19,18,2,3,27
2,2,1,2,3057.5,3,3,6,5,6,3,1,0,0
2,1,1,1,1161.0,8,7,21,20,22,26,2,2,28
2,2,1,1,1252.5,78,95,32,38,10,8,4,2,48
2,2,1,1,3571.5,5,4,1,1,3,7,0,0,1
2,2,1,1,2064.333333,3,3,0,0,2,2,0,2,3
2,2,1,2,3057.5,1,1,0,0,3,5,0,0,0
2,1,1,1,1161.0,14,12,24,25,16,12,1,2,43
2,2,1,1,3571.5,0,0,1,0,1,1,2,1,2
2,2,1,1,890.0,1,1,3,3,3,1,0,0,1
3,1,0,1,1327.5,1,1,0,0,5,1,0,0,5
2,2,1,1,1252.5,19,21,31,30,3,2,5,3,16
2,2,1,1,4077.5,1,1,1,1,3,0,3,1,6
2,2,0,1,2360.5,5,6,3,4,13,10,1,0,6
2,1,1,1,1161.0,14,17,28,29,24,19,6,3,29
3,1,0,1,1327.5,7,12,0,0,7,4,1,1,5
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,1
2,2,1,1,2064.333333,6,5,0,0,0,2,1,3,4
2,2,1,1,2064.333333,2,2,0,0,0,1,0,0,0
2,2,1,2,3057.5,0,2,4,4,0,0,1,1,1
2,2,1,1,1073.25,14,15,1,2,1,3,2,1,0
2,2,1,1,1073.25,8,8,1,3,2,2,1,0,0
2,2,1,1,890.0,3,1,2,2,4,7,1,1,4
2,2,1,2,3057.5,0,0,0,0,6,2,0,0,0
3,1,1,1,1943.0,15,13,8,9,4,5,3,2,19
3,2,1,2,1811.0,3,4,7,11,4,4,0,3,7
1,1,1,2,1852.0,0,1,2,2,4,2,0,0,1
2,2,1,1,2360.5,8,11,4,4,8,4,1,2,7
2,2,1,1,4376.0,0,0,0,0,1,2,0,2,1
1,1,0,1,3384.5,6,6,9,8,16,2,0,1,11
2,2,1,1,2064.333333,29,33,0,0,4,0,1,2,4
3,1,1,1,1327.5,50,47,33,33,12,13,6,6,49
2,2,1,1,4114.0,0,1,2,4,3,2,0,0,1
2,2,1,1,1252.5,23,21,21,24,4,3,1,2,25
3,1,1,1,1943.0,19,15,9,9,14,10,0,2,22
3,2,1,2,1811.0,8,7,7,5,3,4,0,1,8
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,2
3,2,0,2,1811.0,2,3,5,4,5,0,2,1,1
3,1,1,2,1506.0,17,14,10,11,35,32,1,2,9
3,1,1,2,1506.0,14,13,6,5,23,27,1,1,10
2,2,1,1,4114.0,7,9,4,2,0,1,0,0,8
2,2,1,1,2064.333333,7,7,1,0,1,1,1,0,4
3,2,1,2,1811.0,19,22,9,11,4,0,7,4,23
3,1,1,1,1943.0,25,23,13,10,10,8,1,2,30
3,1,1,1,1327.5,7,5,0,0,0,6,1,2,6
2,2,1,2,3057.5,14,13,12,12,3,5,5,1,9
3,1,0,1,2299.5,11,7,12,14,4,3,1,1,18
2,2,0,1,3571.5,2,1,3,3,2,1,1,0,4
2,2,1,1,4376.0,0,0,0,0,5,6,0,1,4
3,1,1,2,1506.0,1,0,7,9,32,38,0,0,2
2,2,0,2,3057.5,12,13,5,3,2,0,0,1,2
2,2,1,1,3571.5,3,4,1,1,2,3,1,1,3
2,2,1,1,2360.5,1,3,2,3,6,6,1,0,1
2,2,1,1,1252.5,0,0,44,44,3,4,1,4,1
3,1,1,1,1327.5,0,0,0,0,1,2,0,0,0
3,1,1,2,1506.0,9,6,13,17,26,25,0,1,4
1,1,1,1,3384.5,4,5,19,21,10,18,2,0,7
3,1,1,1,1943.0,0,0,0,0,1,4,0,0,0
2,2,1,1,2064.333333,8,9,0,0,2,6,1,0,5
3,2,0,2,1811.0,11,7,7,6,5,2,1,1,9
3,1,0,2,1506.0,3,3,6,7,37,34,2,1,1
2,2,0,1,890.0,1,0,2,1,8,6,0,1,2
2,2,1,1,4077.5,2,3,0,0,4,1,2,1,14
3,1,1,2,1506.0,6,6,10,9,38,39,2,1,4
3,2,1,2,1811.0,13,14,6,10,3,3,3,1,12
2,2,1,1,2064.333333,2,3,0,0,2,1,1,0,1
2,2,1,1,4077.5,7,5,4,4,0,0,0,1,10
2,2,1,1,1073.25,9,5,18,20,3,3,0,3,0
2,2,1,1,2360.5,5,4,3,3,4,2,0,0,4
2,2,1,1,2360.5,2,3,5,6,5,3,0,0,4
3,1,1,2,1506.0,5,7,9,9,26,31,0,3,3
3,1,1,1,1327.5,52,44,52,54,19,22,3,4,82
2,1,1,1,1161.0,35,33,30,27,46,36,8,3,116
1,1,1,1,3384.5,2,1,27,25,14,19,2,1,13
2,1,0,1,1161.0,16,16,21,20,21,23,1,1,26
2,2,1,2,1224.0,18,18,5,4,1,3,2,0,7
2,2,1,1,2064.333333,7,5,0,0,4,5,1,1,2
2,2,1,1,890.0,0,0,3,4,3,0,0,0,1
3,1,1,2,1506.0,1,1,9,9,28,32,0,0,1
2,2,1,2,3057.5,7,9,11,11,0,3,2,0,7
3,1,1,1,1327.5,4,4,0,0,3,7,0,0,2
2,2,0,1,3571.5,1,1,1,0,2,5,0,0,0
2,2,1,1,4114.0,2,4,2,3,1,1,0,0,6
3,1,1,1,1943.0,18,15,7,6,15,15,2,1,18
3,1,1,2,1506.0,2,1,8,9,29,29,0,0,1
3,1,1,1,2299.5,2,6,12,12,3,6,0,0,3
1,1,1,1,3384.5,29,23,18,18,34,27,3,6,42
3,2,1,2,1811.0,4,2,5,3,4,2,0,1,4
2,2,1,1,2360.5,2,0,3,3,4,4,0,1,1
3,1,0,2,1506.0,13,11,7,7,30,37,0,0,6
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
3,1,1,1,1327.5,0,0,0,0,0,2,0,0,0
2,2,1,2,1224.0,3,3,7,8,12,8,0,2,4
2,2,1,1,4077.5,4,4,5,8,2,3,1,0,1
1,1,1,2,1852.0,4,6,5,5,4,11,1,0,6
3,1,0,2,1506.0,0,0,0,0,13,13,0,0,0
2,2,1,1,3571.5,1,1,1,1,2,1,1,0,1
3,1,1,1,1327.5,27,26,0,0,13,17,4,3,40
3,2,1,2,1811.0,11,11,4,4,4,2,2,0,12
3,1,1,1,2299.5,1,1,1,1,1,2,0,0,3
3,2,1,2,1811.0,4,1,4,1,0,3,1,0,4
2,2,1,1,1252.5,9,9,32,29,1,5,2,0,6
1,1,1,1,3384.5,10,10,23,21,8,16,0,2,17
2,2,0,2,3057.5,1,3,7,6,0,0,0,3,7
2,2,1,1,3571.5,0,0,1,2,0,0,0,1,0
2,2,1,1,4077.5,0,2,1,2,1,3,1,1,27
1,1,1,1,3384.5,71,61,21,18,59,56,10,8,125
3,1,1,2,1506.0,2,2,14,18,48,45,0,0,0
2,2,1,1,4077.5,7,12,4,7,2,1,2,0,11
3,1,0,2,1506.0,15,16,7,7,20,21,1,1,12
2,2,1,1,1252.5,14,28,9,13,1,3,2,1,7
1,1,1,2,1852.0,5,3,4,5,6,6,1,0,6
2,1,1,1,1161.0,5,4,28,28,22,22,0,3,20
2,2,1,1,2064.333333,12,14,0,0,5,3,0,1,1
2,2,0,1,4114.0,2,1,1,1,1,1,0,0,4
3,2,1,2,1811.0,0,0,6,3,1,0,0,0,0
2,2,1,2,1224.0,5,6,2,4,7,10,2,1,7
3,1,0,1,1327.5,4,3,0,0,13,4,0,1,5
3,1,1,1,1943.0,6,7,27,26,13,13,3,2,21
2,2,1,1,890.0,2,3,3,4,0,0,1,0,2
2,2,0,1,1073.25,9,8,12,13,7,5,1,2,1
2,2,0,2,1224.0,0,0,4,5,10,8,0,0,0
3,1,1,2,1506.0,7,30,13,18,25,27,0,0,7
2,2,1,1,4077.5,5,5,9,12,1,2,0,1,6
2,2,1,2,1224.0,2,2,10,8,7,8,2,0,2
2,2,1,2,3057.5,3,4,0,0,1,2,0,0,1
2,2,0,1,2360.5,1,5,4,5,5,4,1,0,1
2,2,1,1,4114.0,1,2,3,1,1,2,0,0,3
3,1,0,2,1506.0,6,6,4,4,38,19,0,0,4
2,2,1,1,4114.0,4,5,3,5,0,0,0,0,3
2,2,1,2,1224.0,9,6,6,6,4,4,1,0,4
2,2,1,2,3057.5,8,3,7,10,4,0,5,2,0
2,2,1,1,4114.0,5,4,2,2,0,0,0,0,4
2,2,0,1,4077.5,4,1,6,3,0,3,2,1,3
1,1,1,1,3384.5,4,8,0,0,13,29,3,0,1
2,2,1,1,1252.5,67,73,28,26,12,13,3,7,69
2,2,1,1,4077.5,5,3,1,1,1,2,0,2,5
2,2,0,1,2064.333333,17,16,0,0,1,1,0,2,5
3,1,1,2,1506.0,7,11,4,4,25,25,0,0,5
2,2,1,1,2360.5,3,1,1,1,3,6,0,0,3
1,1,1,1,3384.5,26,29,21,20,37,24,5,4,38
3,1,1,1,1327.5,3,4,2,3,4,3,0,0,0
3,2,0,2,1811.0,6,2,2,2,1,3,1,1,7
3,1,0,1,1943.0,2,3,5,5,8,8,2,0,5
3,1,1,1,1327.5,14,20,0,0,7,7,2,1,18
2,2,1,1,4077.5,3,4,1,2,1,3,1,3,17
3,1,0,2,1506.0,0,0,0,0,9,9,1,0,10
2,2,1,1,2064.333333,17,17,0,0,3,4,0,2,2
2,2,0,1,4114.0,1,0,2,1,4,0,0,0,5
1,1,1,2,1852.0,0,2,4,5,2,2,0,1,2
3,1,0,1,1327.5,24,19,11,13,4,3,3,5,19
3,1,1,2,1506.0,17,16,7,7,19,22,0,0,8
2,2,1,1,4077.5,7,10,3,4,5,11,2,4,15
1,1,1,1,3384.5,0,0,0,0,1,13,0,0,0
3,1,1,1,1327.5,17,21,0,0,10,7,0,2,32
2,2,1,1,3571.5,5,4,3,4,2,4,1,1,7
2,2,1,1,4077.5,7,7,4,2,1,2,1,1,0
2,2,1,1,4077.5,2,3,0,0,4,3,4,2,14
2,1,1,1,1161.0,21,17,30,32,30,30,5,3,34
2,2,1,1,3571.5,0,0,3,2,2,1,1,0,0
2,2,1,1,2360.5,4,5,2,3,7,8,2,0,4
2,2,1,1,4114.0,2,2,3,4,0,0,0,0,6
2,2,1,1,2360.5,11,9,3,3,0,0,3,2,8
3,2,1,2,1811.0,8,5,5,3,4,4,1,1,9
3,1,1,1,2299.5,5,3,10,11,3,4,0,1,7
3,1,1,1,1327.5,14,10,13,13,1,4,5,2,14
2,2,1,1,4114.0,3,3,4,4,0,0,0,0,5
3,1,0,1,1943.0,5,4,0,1,8,2,1,0,1
2,2,1,1,1252.5,10,13,33,31,1,8,2,3,10
2,2,1,1,3571.5,2,1,3,2,1,1,1,0,2
2,2,1,1,2360.5,2,4,2,3,4,4,2,1,2
1,1,1,2,1852.0,0,1,1,0,2,2,1,0,1
2,2,0,1,4077.5,14,9,2,2,4,1,0,0,8
2,2,1,2,3057.5,0,0,0,0,1,2,0,0,0
2,2,1,1,3571.5,4,4,2,2,5,2,1,1,2
2,1,1,1,1161.0,13,21,33,33,17,24,4,1,40
2,2,1,1,2485.5,0,0,7,7,2,6,0,0,1
2,2,0,1,4114.0,6,6,2,2,3,1,0,0,9
2,2,0,1,3571.5,2,0,1,0,3,1,0,0,1
2,2,1,1,1252.5,4,8,4,9,1,2,0,0,3
2,2,0,2,3057.5,7,7,7,8,2,3,1,3,7
3,1,1,1,1327.5,0,0,0,0,2,7,0,0,0
2,2,1,1,4114.0,4,2,2,3,2,2,0,0,7
2,2,0,2,1224.0,5,5,7,6,7,4,4,1,7
2,2,1,1,1073.25,32,35,0,1,4,10,1,2,2
3,1,1,1,2299.5,11,10,19,17,11,12,0,1,11
2,2,0,1,1073.25,9,9,17,16,8,3,2,1,0
2,2,1,1,1073.25,10,13,0,7,7,3,1,1,2
3,2,0,2,1811.0,0,0,5,4,2,2,0,1,2
3,1,0,1,1943.0,13,10,7,6,16,10,1,0,12
2,2,1,1,1073.25,11,12,10,11,1,2,4,3,0
2,2,1,2,3057.5,5,1,9,9,1,1,3,0,1
2,2,1,2,1224.0,7,10,3,4,0,0,1,0,1
1,1,0,2,1852.0,4,4,2,3,9,4,2,1,6
1,1,1,2,1852.0,0,2,5,5,6,7,2,1,6
2,2,1,1,890.0,0,0,2,2,1,1,0,2,0
3,1,1,1,2299.5,14,15,11,12,2,4,0,0,18
2,2,1,2,1224.0,1,4,3,2,5,7,1,1,3
3,1,1,1,1327.5,2,1,0,0,1,2,0,0,2
3,1,0,2,1506.0,4,3,5,5,25,22,1,1,2
2,1,0,1,1161.0,5,7,22,18,25,25,1,0,5
2,2,0,1,3571.5,2,0,1,1,3,1,1,0,1
2,2,0,2,3057.5,0,0,8,8,2,2,1,2,2
2,2,1,2,3057.5,0,0,6,6,2,2,0,1,0
2,2,1,1,4114.0,3,0,1,1,0,1,0,0,8
3,1,1,1,2299.5,19,18,21,20,8,12,1,1,17
2,2,1,2,1224.0,9,7,9,8,3,2,0,0,6
3,1,1,1,1327.5,0,0,0,0,3,2,0,0,0
2,2,1,2,3057.5,4,4,7,9,4,2,1,2,3
3,1,1,1,1327.5,15,9,0,0,10,7,3,2,14
3,1,0,1,2299.5,11,14,16,15,6,5,3,2,15
2,2,1,2,3057.5,0,0,0,0,3,2,0,0,0
2,2,1,1,4077.5,0,0,1,0,2,0,0,0,0
2,2,1,1,3571.5,5,2,1,2,2,2,1,0,2
3,2,0,2,1811.0,5,3,2,3,1,2,0,2,3
1,1,0,1,3384.5,9,10,19,19,9,8,2,1,11
3,1,1,2,1506.0,24,19,12,11,30,31,0,0,8
2,2,1,1,4114.0,3,1,2,1,3,2,0,0,4
3,1,1,2,1506.0,11,13,10,10,15,16,1,1,3
3,1,1,2,1506.0,2,1,11,10,26,29,0,0,1
2,2,1,1,4114.0,2,1,3,3,0,1,0,0,0
2,2,0,1,4077.5,1,1,1,0,2,4,2,0,4
3,2,1,2,1811.0,5,5,10,14,3,4,3,1,7
2,2,1,1,1073.25,1,5,14,15,0,3,2,0,0
2,2,1,1,2360.5,5,4,4,4,4,5,1,0,5
2,2,1,1,4114.0,4,1,1,1,1,0,0,0,4
2,1,1,1,1161.0,41,46,31,32,42,39,6,4,99
2,2,1,2,3057.5,13,9,9,9,3,1,0,0,3
2,2,1,1,2064.333333,11,16,0,0,2,1,2,0,1
2,2,0,2,3057.5,3,1,11,9,1,1,4,2,3
2,2,1,2,1224.0,2,2,5,5,3,2,0,0,1
3,1,1,2,1506.0,8,8,7,7,25,20,0,0,2
2,2,1,1,1252.5,4,17,31,33,5,2,1,1,5
2,2,1,1,2064.333333,5,6,0,0,1,1,1,3,2
2,2,1,1,4114.0,3,3,3,3,1,2,0,0,11
1,1,1,2,1852.0,6,3,4,4,4,7,1,1,4
2,2,1,2,3057.5,7,10,4,3,1,1,0,2,4
2,2,1,1,4114.0,3,1,4,4,0,0,0,0,4
3,1,1,2,1506.0,0,0,6,6,33,32,0,0,0
3,1,1,1,1943.0,8,9,11,9,13,15,2,2,18
3,1,1,1,1943.0,15,14,13,13,4,2,4,1,17
2,2,0,1,4376.0,0,0,0,0,2,3,0,0,0
3,1,1,1,1327.5,24,23,0,0,3,3,3,1,15
3,1,1,1,2299.5,26,27,20,23,25,25,4,2,33
3,1,1,2,1506.0,24,24,11,9,48,46,2,1,14
2,2,1,2,3057.5,0,0,0,0,1,8,0,0,0
2,2,0,2,1224.0,19,17,5,5,5,4,1,1,7
2,2,1,1,2064.333333,4,4,0,0,0,1,0,0,1
2,2,1,1,1252.5,4,11,0,0,0,1,0,0,0
2,1,1,1,1161.0,16,15,23,25,25,22,4,2,31
3,1,1,1,1327.5,6,7,13,13,5,2,0,0,7
2,2,1,1,4077.5,7,6,0,0,3,5,0,1,10
2,2,1,1,4114.0,0,0,0,0,1,1,0,0,0
2,2,1,1,2360.5,3,3,3,2,7,8,0,0,4
3,1,1,2,1506.0,17,14,10,7,30,40,1,1,8
3,1,0,2,1506.0,8,8,6,7,28,20,2,2,3
2,2,1,1,4376.0,0,1,0,0,4,1,0,1,0
2,2,1,1,4077.5,0,0,3,2,2,0,1,2,0
3,1,0,2,1506.0,12,13,3,2,21,18,0,2,6
3,1,1,2,1506.0,5,3,2,3,39,34,0,1,3
2,2,1,2,3057.5,5,6,9,8,2,1,2,2,8
1,1,1,1,3384.5,40,32,24,25,56,69,8,4,77
2,2,1,1,890.0,4,6,4,4,0,2,2,0,2
2,2,1,1,1252.5,20,24,30,32,6,2,1,6,21
3,1,1,1,2299.5,0,0,2,3,0,1,0,0,0
3,2,1,2,1811.0,1,0,4,7,5,3,0,0,2
2,2,0,2,1224.0,6,4,5,4,7,9,0,0,3
2,2,1,1,4077.5,0,0,0,0,1,0,0,0,0
3,1,0,1,2299.5,36,35,17,15,21,11,2,4,34
2,2,1,1,2360.5,2,0,4,4,4,5,2,1,3
3,1,1,1,1327.5,12,10,0,0,3,10,3,2,22
3,1,1,1,1327.5,14,20,0,0,5,1,2,1,15
1,1,0,2,1852.0,0,0,1,1,16,10,1,0,2
2,2,1,2,3057.5,1,0,4,5,1,1,1,0,0
3,1,1,1,1327.5,36,32,0,0,6,5,1,4,37
2,2,1,2,1224.0,3,2,6,6,3,7,3,1,1
3,1,1,1,1943.0,0,0,0,1,2,5,0,0,0
2,2,1,1,2360.5,3,2,3,5,7,3,0,0,3
2,2,0,1,2064.333333,9,8,0,0,0,2,0,0,4
2,2,1,1,2360.5,1,1,2,2,3,5,0,0,1
3,1,1,2,1506.0,0,0,0,0,8,50,0,0,0
3,1,1,1,1327.5,8,9,0,0,2,6,2,0,1
3,1,1,2,1506.0,9,16,5,4,24,29,0,1,8
2,1,1,1,1161.0,5,6,29,28,17,20,2,0,20
2,2,1,2,3057.5,3,0,3,3,1,0,1,0,1
2,2,1,1,1252.5,20,25,32,35,9,6,3,4,27
